index,tx_id,azimuth,distance_ring,distance_km,num_distance_points,frequency_ghz,time_percentage,polarization,antenna_height_tx_m,antenna_height_rx_m,tx_lat,tx_lon,rx_lat,rx_lon,Lb,Ep,elapsed_s
52,TX_0001,255.0,0.5,0.54,20,0.9,50,1,57.0,10.0,9.345,-13.40694,9.343757615973537,-13.411694000622065,86.17918204088873,112.26566814789778,0.00023487500000030082
53,TX_0001,260.0,0.5,0.54,20,0.9,50,1,57.0,10.0,9.345,-13.40694,9.34417386649329,-13.411784934879286,86.17918204088873,112.26566814789778,0.00024941700000269407
54,TX_0001,265.0,0.5,0.54,20,0.9,50,1,57.0,10.0,9.345,-13.40694,9.344596404657588,-13.411838996393845,86.17918204088873,112.26566814789778,0.00025624999999962483
55,TX_0001,270.0,0.5,0.54,20,0.9,50,1,57.0,10.0,9.345,-13.40694,9.345022014690581,-13.411855773587586,86.17918204088873,112.26566814789778,0.00024687500000197815
56,TX_0001,275.0,0.5,0.54,20,0.9,50,1,57.0,10.0,9.345,-13.40694,9.34544745742557,-13.411835138638537,86.17918204088873,112.26566814789778,0.00024245799999889073
57,TX_0001,280.0,0.5,0.54,20,0.9,50,1,57.0,10.0,9.345,-13.40694,9.345869494957597,-13.411777248457888,86.17918204088873,112.26566814789778,0.0002404999999967572
58,TX_0001,285.0,0.5,0.54,20,0.9,50,1,57.0,10.0,9.345,-13.40694,9.346284915286713,-13.411682543499857,86.17918204088873,112.26566814789778,0.0002532080000001713
59,TX_0001,290.0,0.5,0.54,20,0.9,50,1,57.0,10.0,9.345,-13.40694,9.346690556764422,-13.411551744413353,86.17918204088873,112.26566814789778,0.00025658299999875567
60,TX_0001,295.0,0.5,0.54,20,0.9,50,1,57.0,10.0,9.345,-13.40694,9.347083332157238,-13.411385846560856,86.17918204088873,112.26566814789778,0.0002476250000000846
61,TX_0001,300.0,0.5,0.54,20,0.9,50,1,57.0,10.0,9.345,-13.40694,9.347460252144119,-13.411186112446057,91.79469886684855,106.65015132193797,0.00025595800000033364
62,TX_0001,305.0,0.5,0.54,20,0.9,50,1,57.0,10.0,9.345,-13.40694,9.347818448068917,-13.410954062107864,107.90143841714601,90.5434117716405,0.00024058400000015467
63,TX_0001,310.0,0.5,0.54,20,0.9,50,1,57.0,10.0,9.345,-13.40694,9.348155193774629,-13.410691461553759,107.68930158302227,90.75554860576425,0.0002364999999997508
64,TX_0001,315.0,0.5,0.54,20,0.9,50,1,57.0,10.0,9.345,-13.40694,9.34846792635324,-13.410400309320497,107.68930159469265,90.75554859409387,0.0002525419999983569
65,TX_0001,320.0,0.5,0.54,20,0.9,50,1,57.0,10.0,9.345,-13.40694,9.348754265653103,-13.41008282126442,110.89470353882999,87.55014664995653,0.00023995900000173265
66,TX_0001,325.0,0.5,0.54,20,0.9,50,1,57.0,10.0,9.345,-13.40694,9.349012032395397,-13.409741413697068,112.31829089299731,86.1265592957892,0.0002542919999974913
